title,episode_url,download_url
Ep: 113 Steven Pinker’s ”Rationality” Chapter 4 ”Probability and Randomness” Remarks and Analysis,https://www.podbean.com/site/EpisodeDownload/PB1201D28YVSGZ,https://mcdn.podbean.com/mf/download/gei5q4/Chapter_4_Rationality_Probability_Podcast8bkfh.mp3
"(Ep 112) The 3Rs: Reality, Reason and Rationality. Newsletter 1",https://www.podbean.com/site/EpisodeDownload/PB11FC959V3AJB,https://mcdn.podbean.com/mf/download/qfwsj6/Newsletter_19h1lj.mp3
"Ep 111: Probability - Reality, Rationality and Risk",https://www.podbean.com/site/EpisodeDownload/PB11F056AZNC7W,https://mcdn.podbean.com/mf/download/7q7j4q/Probability_-_Realism_Rationality_and_Riskawikb.mp3
Ep 110: A Tradition of Criticism,https://www.podbean.com/site/EpisodeDownload/PB11D74BC9WTZJ,https://mcdn.podbean.com/mf/download/cx9ncu/A_tradition_of_criticism_podcast_with_music8og5d.mp3
Ep: 109 ”Objective Morality I: The Principle of Optimism”,https://www.podbean.com/site/EpisodeDownload/PB11CB954626ZK,https://mcdn.podbean.com/mf/download/czrgja/Insufficient_Knowledge_Podcast867z4.mp3
Ep: 108 Steven Pinker’s ”Rationality”Chapter 3 ”Logic and Critical Thinking” - reflections and analysis.,https://www.podbean.com/site/EpisodeDownload/PB11BEDFFTCB9F,https://mcdn.podbean.com/mf/download/anm4sw/Rationality_2ahatk.mp3
Ep 107: What is a good explanation?,https://www.podbean.com/site/EpisodeDownload/PB119DB58S4RDN,https://mcdn.podbean.com/mf/download/njr8zd/What_is_a_good_explanation_Podcastazfsw.mp3
Ep 106: David Deutsch’s ”The Fabric of Reality” Chapter 4 “Criteria for Reality” Part 2,https://www.podbean.com/site/EpisodeDownload/PB118C967ECUFB,https://mcdn.podbean.com/mf/download/q8r9ry/Ch_4_Part_2_podcast86kmv.mp3
Ep 105: David Deutsch’s “The Fabric of Reality” Chapter 4 “Criteria for Reality” Part 1,https://www.podbean.com/site/EpisodeDownload/PB117DEB1JWID6,https://mcdn.podbean.com/mf/download/752g5g/Episode_105_Ch_4_Fabric_of_Reality9n8m0.mp3
Ep 104: Are We Running Out Of Resources?,https://www.podbean.com/site/EpisodeDownload/PB1163234F675M,https://mcdn.podbean.com/mf/download/qeqdmt/Are_we_running_out_of_resources_Podcasta2fnj.mp3
Ep 103: Ask Me Anything #2,https://www.podbean.com/site/EpisodeDownload/PB11589F28W5NA,https://mcdn.podbean.com/mf/download/nyti8d/Episode_103_AMA91g6g.mp3
Ep 102: The Thin Veneer,https://www.podbean.com/site/EpisodeDownload/PB1155AAEHYR2U,https://mcdn.podbean.com/mf/download/skabpb/The_Thin_Veneer80y95.mp3
Ep 101 Ask Me Anything 1,https://www.podbean.com/site/EpisodeDownload/PB114CD94ZD9B5,https://mcdn.podbean.com/mf/download/9cud5d/Ep_101_Ask_Me_Anything_1_bc8nh.mp3
Ep 100: David Deutsch,https://www.podbean.com/site/EpisodeDownload/PB114575DJMPHV,https://mcdn.podbean.com/mf/download/zzbafz/Episode_100_Podcast65rif.mp3
Ep: 99 David Deutsch‘s ”The Beginning of Infinity” - a retrospective in 99 minutes,https://www.podbean.com/site/EpisodeDownload/PB113207ATPB7F,https://mcdn.podbean.com/mf/download/dkvgnf/Knitted_Raw_Chapters_99_minute_version_Podcast9za1r.mp3
Ep 98: ”Knowledge” Chiara Marletto‘s ”The Science of Can and Can‘t” Ch 5 Readings and discussion.,https://www.podbean.com/site/EpisodeDownload/PB111FB96JDBMT,https://mcdn.podbean.com/mf/download/rkk88h/Can_and_Can_t_Ep_5_Final_Podcast6zfur.mp3
Ep 97: David Deutsch answers a question about dark energy. A question for David number 10.,https://www.podbean.com/site/EpisodeDownload/PB1116330AN5ZC,https://mcdn.podbean.com/mf/download/2zqvhg/Q_10_Podcastbvvfk.mp3
Ep 96: Computational Universality: Yaron Brook vs Sam Harris response,https://www.podbean.com/site/EpisodeDownload/PB111470AREQVW,https://mcdn.podbean.com/mf/download/snyir3/Yaron_Sam_Podcastayj5d.mp3
Ep: 95 Steven Pinker‘s ”Rationality” Chapters 1 & 2 Remarks and Analysis,https://www.podbean.com/site/EpisodeDownload/PB110C08E9Z5C5,https://mcdn.podbean.com/mf/download/jvh2r9/Editing_of_Rationality_1_2_Podcastbf05j.mp3
Ep 94: Wealth and the Conflict of Ideas,https://www.podbean.com/site/EpisodeDownload/PB1101123HF2DV,https://mcdn.podbean.com/mf/download/ms3gc8/Problems_and_Wealth8yyzp.mp3
Ep 93: David Deutsch answers a question about the nature of mind. A question for David number 9.,https://www.podbean.com/site/EpisodeDownload/PB10FAF6FXWVMU,https://mcdn.podbean.com/mf/download/czad55/Question_for_David_9_-_editingale58.mp3
Ep 92: David Deutsch answers a question about observations. A question for David number 8,https://www.podbean.com/site/EpisodeDownload/PB10F975BVPD4M,https://mcdn.podbean.com/mf/download/srf8ew/Question_for_David_8_-_editing9lp07.mp3
Ep 91: David Deutsch‘s ”The Fabric of Reality” Chapter 3 “Problem Solving” Part 2,https://www.podbean.com/site/EpisodeDownload/PB10F3401HC4ZX,https://mcdn.podbean.com/mf/download/wup8ii/Problem_Solving_2_Podcasta2ajm.mp3
Ep 90: Fallibilism,https://www.podbean.com/site/EpisodeDownload/PB10EA207T6GVD,https://mcdn.podbean.com/mf/download/gtj7hw/Fallibilism_Final_Podcasta9ims.mp3
Ep: 89 ”Quantum Information” Chiara Marletto‘s ”The Science of Can & Can‘t” Ch 4 readings and discussion,https://www.podbean.com/site/EpisodeDownload/PB10E66B2PFBEG,https://mcdn.podbean.com/mf/download/khfw43/C_C_Ch_4_Podcastbum2j.mp3
Ep: 88 Critically Creative (Critical and Creative Thinking 2.0).,https://www.podbean.com/site/EpisodeDownload/PB10D8EADNXUWP,https://mcdn.podbean.com/mf/download/srz6r6/Critical_and_Creative_Thinking_209abnx.mp3
Ep 87: David Deutsch‘s ”The Fabric of Reality” Chapter 3 “Problem Solving” Part 1,https://www.podbean.com/site/EpisodeDownload/PB10D38B0BE6CQ,https://mcdn.podbean.com/mf/download/se62ct/Problem_Solving_Podcast8xbm1.mp3
Ep 86: The Aim of Science,https://www.podbean.com/site/EpisodeDownload/PB10C703AGEF5H,https://mcdn.podbean.com/mf/download/mgjxcj/The_Aim_of_Science_Podcast6mdm5.mp3
Ep 85: ToKCast Do Explain Part 2,https://www.podbean.com/site/EpisodeDownload/PB10C5C11YFFQ5,https://mcdn.podbean.com/mf/download/b9tutf/Do_Explain_Part_2_Podcast6lmhq.mp3
Ep 84: David Deutsch answers a question about the nature of the laws of physics (a question for David: 7).,https://www.podbean.com/site/EpisodeDownload/PB10C5BDAZHN56,https://mcdn.podbean.com/mf/download/tpmq39/A_question_for_David_776c3q.mp3
"Ep 83: ""The Science of Information"" (Chiara Marletto's ""The Science of Can & Can't"" (Pt 2: Readings & more)",https://www.podbean.com/site/EpisodeDownload/PB10B3148RMMD3,https://mcdn.podbean.com/mf/download/s6iqet/Can_and_Can_t_Episode_5_Podcasta2is2.mp3
Ep 82: David Deutsch answers a question about Gödel and undecidability. (A question for David number 6).,https://www.podbean.com/site/EpisodeDownload/PB10AB9857FA4F,https://mcdn.podbean.com/mf/download/trhifc/A_question_for_David_6_Podcastbu3ep.mp3
"Ep 81: ""The Science of Information"" (Chiara Marletto's ""The Science of Can & Can't"" (A prelude to Ch 3)",https://www.podbean.com/site/EpisodeDownload/PB10AA3145ZMNI,https://mcdn.podbean.com/mf/download/hzc4na/Can_and_Can_t_Episode_4_podcast7ejk1.mp3
"Ep 80: David Deutsch's ""The Fabric of Reality"" Chapter 2 “Shadows”",https://www.podbean.com/site/EpisodeDownload/PB10920C6KTHP4,https://mcdn.podbean.com/mf/download/nczvvm/FoR_Ch_2_Shadows_Podcast9ceob.mp3
Ep 79: David Deutsch answers a question about our environment. A question for David 5.,https://www.podbean.com/site/EpisodeDownload/PB108E7AAKYZJ2,https://mcdn.podbean.com/mf/download/bdbcar/Q5_for_editing_podcast90aa3.mp3
"Ep 78: ToKCast's ""Do Explain"" Part 1",https://www.podbean.com/site/EpisodeDownload/PB108190A5Z7AX,https://mcdn.podbean.com/mf/download/8xy6ie/Do_Explain_ToKCast_Part_17sqg9.mp3
"Ep 77: David Deutsch's ""The Fabric of Reality"" Chapter 1 ""The Theory of Everything"" Part 3",https://www.podbean.com/site/EpisodeDownload/PB107EB21R7H89,https://mcdn.podbean.com/mf/download/ieqnhv/FoR_Ch_1_Pt_3_podcast98bfc.mp3
Ep 76: David Deutsch and Tyler Cowen: Reaction,https://www.podbean.com/site/EpisodeDownload/PB107A80DDE5WB,https://mcdn.podbean.com/mf/download/hx3nti/David_Deutsch_Tyler_Cowen_Conversation_Reactionb129p.mp3
Ep 75: It's not scientific and it's not American,https://www.podbean.com/site/EpisodeDownload/PB1072B2FUMZFD,https://mcdn.podbean.com/mf/download/rzcr5f/A_rant_on_resourcesbiuu3.mp3
"Ep 74: Chiara Marletto's ""The Science of Can and Can't"" Episode 3",https://www.podbean.com/site/EpisodeDownload/PB10729D6QUQW6,https://mcdn.podbean.com/mf/download/rg2aau/Can_and_Can_t_Ep_3_Podcast74egt.mp3
"Ep 73: David Deutsch on ""Truth"". A question for David 4.",https://www.podbean.com/site/EpisodeDownload/PB1071162SMADD,https://mcdn.podbean.com/mf/download/k33a2t/Question_for_David_4a3fvq.mp3
"Ep 72: David Deutsch comments on recent UFO sighting (The ""Tictac"" issue). A question for David 3.",https://www.podbean.com/site/EpisodeDownload/PB106EE7E8NMYU,https://mcdn.podbean.com/mf/download/inuwg3/Tic_Tacs_A_question_for_David_37sh7n.mp3
"Ep 71: David Deutsch explains ""explanations"" further. (A ""question for David"" 2)",https://www.podbean.com/site/EpisodeDownload/PB106CD134B28W,https://mcdn.podbean.com/mf/download/r4near/A_question_for_David_2889hz.mp3
Ep 70: A question for David 1,https://www.podbean.com/site/EpisodeDownload/PB105EAFBSPJRW,https://mcdn.podbean.com/mf/download/wscje3/Question_for_David_1_Podcastbsn4v.mp3
"Ep 69: ""The Beginning"" Part 4. The Final episode.",https://www.podbean.com/site/EpisodeDownload/PB10494AD62IDS,https://mcdn.podbean.com/mf/download/atswhk/BoI_Final_for_podcast63px1.mp3
Ep 68: Crypto Comments,https://www.podbean.com/site/EpisodeDownload/PB1041CA1I7WUP,https://mcdn.podbean.com/mf/download/vww8x4/Crypto_Comments9asxh.mp3
"Ep 67:""The Fabric of Reality"" episode 2.",https://www.podbean.com/site/EpisodeDownload/PB103FBB0PY8VQ,https://mcdn.podbean.com/mf/download/sjtfve/FoR_Final_Edit837dm.mp3
Ep 66: “The Science of Can and Can’t” episode 2,https://www.podbean.com/site/EpisodeDownload/PB103B03ANSJXN,https://mcdn.podbean.com/mf/download/wvguih/Can_and_Can_t_Ep_29pr0v.mp3
Ep 65: Quasars,https://www.podbean.com/site/EpisodeDownload/PB10377067XCC6,https://mcdn.podbean.com/mf/download/a9w6nj/Quasars.mp3
"Ep 64 Ch 18 ""The Beginning"" Part 3",https://www.podbean.com/site/EpisodeDownload/PB1033593R8Q3F,https://mcdn.podbean.com/mf/download/yp6zcs/BoI_The_Penultimate_Podcast7vhqj.mp3
"Ep 63: ""The Fabric of Reality"" episode 1",https://www.podbean.com/site/EpisodeDownload/PB102D64ECFIIC,https://mcdn.podbean.com/mf/download/2jr2un/FoR_Ch_1_Pt_1_Podcast7jo5q.mp3
"Ep 62: ""The Science of Can and Can't"" episode 1.",https://www.podbean.com/site/EpisodeDownload/PB102AAF4AT7FZ,https://mcdn.podbean.com/mf/download/yphtqq/Can_and_Can_t_Episode_1_Podcastb4p8n.mp3
"Ep 61 Ch 18 ""The Beginning"" Part 2",https://www.podbean.com/site/EpisodeDownload/PB1026723IJ8AG,https://mcdn.podbean.com/mf/download/7jyv3f/Episode_619wxho.mp3
Ep 60: The Nexus (No music version).,https://www.podbean.com/site/EpisodeDownload/PB10183603UC75,https://mcdn.podbean.com/mf/download/yx9tp7/The_Nexus_-_No_Musicafrhw.mp3
Ep 59: The Nexus,https://www.podbean.com/site/EpisodeDownload/PB101834AAPFWB,https://mcdn.podbean.com/mf/download/f7vg4q/The_Nexus8zqql.mp3
"Ep 58 Ch 18 ""The Beginning"" Part 1",https://www.podbean.com/site/EpisodeDownload/PB100EF56FT96X,https://mcdn.podbean.com/mf/download/k892ct/Ep_58_Ch_18_The_Beginning_Part_19gguj.mp3
"Ep 57 ""Existential Risk"".",https://www.podbean.com/site/EpisodeDownload/PBFFAC01VM945,https://mcdn.podbean.com/mf/download/fk73pj/Episode_57_Existential_Risk_a1qps.mp3
"Ep 56: Ch 17 ""Unsustainable"" Part 4",https://www.podbean.com/site/EpisodeDownload/PBFFA879QMTRN,https://mcdn.podbean.com/mf/download/duqb5i/Episode_56_Part_4_Unsustainable_at3yn.mp3
Ep 55:Existence,https://www.podbean.com/site/EpisodeDownload/PBFEFBD1UQV3I,https://mcdn.podbean.com/mf/download/sr7k6p/Existence.mp3
"Ep 54 Ch 17 ""Unsustainable"" Part 3",https://www.podbean.com/site/EpisodeDownload/PBFEE09DJYRGH,https://mcdn.podbean.com/mf/download/e2pu78/Episode_54_Podcastbmqzb.mp3
Ep 53: Understanding Universality,https://www.podbean.com/site/EpisodeDownload/PBFDEB7EWY8J7,https://mcdn.podbean.com/mf/download/aku5r3/Understanding_Universality_Iagugr.mp3
"Ep 52 Ch 17 ""Unsustainable"" Part 2",https://www.podbean.com/site/EpisodeDownload/PBFCF429B4W8M,https://mcdn.podbean.com/mf/download/xwbrdu/Episode_529sba9.mp3
"Ep 51 Ch 17 ""Unsustainable"" Part 1",https://www.podbean.com/site/EpisodeDownload/PBF9C6C3GD8TI,https://mcdn.podbean.com/mf/download/f8ihb4/Episode_517m9q6.mp3
"Ep 50 Ch 16 ""The Evolution of Creativity"" Part 2",https://www.podbean.com/site/EpisodeDownload/PBF7C87ARZ4VV,https://mcdn.podbean.com/mf/download/xqcfg4/Episode_50_Podcastaifrf.mp3
Ep 49: An introduction to epistemology,https://www.podbean.com/site/EpisodeDownload/PBF76A257G9BI,https://mcdn.podbean.com/mf/download/yit8ew/An_introduction_to_epistemology90l68.mp3
Ep 48: Cosmological Economics,https://www.podbean.com/site/EpisodeDownload/PBF768CAA2PXA,https://mcdn.podbean.com/mf/download/wicpm3/Cosmological_Economics_Podcastb0e9o.mp3
Ep 47: Are we alone?,https://www.podbean.com/site/EpisodeDownload/PBF6EFC4S49DC,https://mcdn.podbean.com/mf/download/7bt4w9/Episode_47_Are_we_alone_a6qca.mp3
"Ep 46 ""The Evolution of Creativity"" Part 1",https://www.podbean.com/site/EpisodeDownload/PBF6EF47BWCFV,https://mcdn.podbean.com/mf/download/a33gm3/Ep_46_Ch_16_The_Evolution_of_Creativity_Part_1atotq.mp3
Ep 45 Free Will Exists,https://www.podbean.com/site/EpisodeDownload/PBF5E478PIJXW,https://mcdn.podbean.com/mf/download/6f9tns/Free_Will_-_the_podcast6dupz.mp3
"Ep 44 Ch 16 ""The Evolution of Creativity"" Part 0",https://www.podbean.com/site/EpisodeDownload/PBF5E416RK53A,https://mcdn.podbean.com/mf/download/xd3259/Episode_43_Podcast7rz4q.mp3
"Ep 43 Ch 15 ""The Evolution of Culture"" Part 3",https://www.podbean.com/site/EpisodeDownload/PBF5E3C0BN39Y,https://mcdn.podbean.com/mf/download/7t5t9j/Episode_43_Culturebcwzb.mp3
Ep: 42 An autobiography of wealth,https://www.podbean.com/site/EpisodeDownload/PBF49FE0GRPIW,https://mcdn.podbean.com/mf/download/c77dng/Episode_4287itp.mp3
Ep 41: Deutsch Discoveries: Part 2 of an introduction to the philosophy of David Deutsch,https://www.podbean.com/site/EpisodeDownload/PBF40BB4IWKAT,https://mcdn.podbean.com/mf/download/ibxp3x/Deutsch_Discoveriesaqj5o.mp3
Ep 40: Popper Pieces - Part 2 of an Introduction to Popper,https://www.podbean.com/site/EpisodeDownload/PBF2CD3CM6VVY,https://mcdn.podbean.com/mf/download/3n262v/Popper_Pieces6wgsa.mp3
"Ep 39 Ch 15 ""The Evolution of Culture"" Part 2",https://www.podbean.com/site/EpisodeDownload/PBF2AD65YV2NU,https://mcdn.podbean.com/mf/download/yk52hp/Ch_15_Part_2_Podcast9l2lt.mp3
"Ep 38 Ch 15 ""The Evolution of Culture"" Part 1",https://www.podbean.com/site/EpisodeDownload/PBF23C18ARK38,https://mcdn.podbean.com/mf/download/qwgjzz/Episode_34_Final_Cut_Podcast6thgx.mp3
Ep 37: An intermittent introduction to Popper and Deutsch,https://www.podbean.com/site/EpisodeDownload/PBF22660ZS49F,https://mcdn.podbean.com/mf/download/qfesv5/Introductions.mp3
Ep 36: The Borders of Ideas,https://www.podbean.com/site/EpisodeDownload/PBEFF8825IUJ5,https://mcdn.podbean.com/mf/download/9rkbje/Final_Douglas6j6xu.mp3
"Ep 35 Ch 14 ""Why are Flowers Beautiful?""",https://www.podbean.com/site/EpisodeDownload/PBEFF19D6J864,https://mcdn.podbean.com/mf/download/zqv5gw/Episode_33_Podcast8icaz.mp3
Ep 34 Ch 13 “Choices” Part 2. Some readings and remarks.,https://www.podbean.com/site/EpisodeDownload/PBEFA909ZAE95,https://mcdn.podbean.com/mf/download/dby9cb/Episode_34_ToKCast6ngdy.mp3
"Ep 33 Ch 13 ""Choices"" Part 1. Some readings and remarks.",https://www.podbean.com/site/EpisodeDownload/PBEECED6ECJCE,https://mcdn.podbean.com/mf/download/xruvdd/Episode_31_Podcast95acs.mp3
"Ep 32 Ch 12 ""A Physicist's History of Bad Philosophy"" Part 3. Some readings and remarks",https://www.podbean.com/site/EpisodeDownload/PBEDC0F17MJKD,https://mcdn.podbean.com/mf/download/j6rgs5/Episode_32_ToKCast_Podcast62tp2.mp3
"Ep: 31 Ch 12 ""A Physicist's History of Bad Philosophy"" Part 2: Some readings and remarks.",https://www.podbean.com/site/EpisodeDownload/PBE5E0C4TE6QS,https://mcdn.podbean.com/mf/download/dgwivp/Episode_31_Podcast78i3t.mp3
"Ep: 30 Ch 12 ""A Physicist's History of Bad Philosophy"" Part 1: The Introduction",https://www.podbean.com/site/EpisodeDownload/PBE5E093TMV2N,https://mcdn.podbean.com/mf/download/z6bere/Episode_30_Podcast8eq50.mp3
"Ep: 29 Ch 11 ""The Multiverse"" Part 5",https://www.podbean.com/site/EpisodeDownload/PBE1DAD7NFHJM,https://mcdn.podbean.com/mf/download/367t2b/Ep_27_Ch_11_The_Multiverse_Part_4_94vw4.mp3
"Ep 28: Ch 11 ""The Multiverse"" Part 4",https://www.podbean.com/site/EpisodeDownload/PBDC84797CREC,https://mcdn.podbean.com/mf/download/zirnla/PodcastEpisode26ToKCastTheMultiverseEpisode49g6b9.mp3
Ep 27: Christian Atheists,https://www.podbean.com/site/EpisodeDownload/PBDA5E66BFA3A,https://mcdn.podbean.com/mf/download/abdu9q/Christian_Atheists.mp3
"Ep 26: Problems, Knowledge and Wealth",https://www.podbean.com/site/EpisodeDownload/PBD979202FHW4,https://mcdn.podbean.com/mf/download/r8vqmi/Episode_26.mp3
"Ep 25: Ch 11 ""The Multiverse"" Part 3",https://www.podbean.com/site/EpisodeDownload/PBD544D6QF97Z,https://mcdn.podbean.com/mf/download/v5hmrs/Episode_25_Podcast.mp3
"Ep 24: The Multiverse, Part 2",https://www.podbean.com/site/EpisodeDownload/PBD4C06DTAX4J,https://mcdn.podbean.com/mf/download/8x2cgd/Episode_24a_Audio.mp3
"Ep 23: The Multiverse, Part 1",https://www.podbean.com/site/EpisodeDownload/PBD43E6EC3MYI,https://mcdn.podbean.com/mf/download/yhbivf/Episode_23_The_Multiverse_Episode_1_audio_version.mp3
Ep 22: The Logic of Experimental Tests,https://www.podbean.com/site/EpisodeDownload/PBD33AC4P2YR2,https://mcdn.podbean.com/mf/download/2rft3s/ToKCast_Ep_22-_The_Logic_of_Experimental_Tests.mp3
"Ep 21: Ch 10, Part 2 ""A Dream of Socrates""",https://www.podbean.com/site/EpisodeDownload/PBD1E1ACWYENH,https://mcdn.podbean.com/mf/download/gzj25g/A_Dream_of_Socrates_Part_2.mp3
"Ep 20: Ch 10, Part 1 ""A Dream of Socrates""",https://www.podbean.com/site/EpisodeDownload/PBCC9D864ZJCF,https://mcdn.podbean.com/mf/download/g5p7c6/Part_1_Chapter_10_22A_Dream_of_Socrates_22.mp3
Ep 19: Mr. Popper's Problems,https://www.podbean.com/site/EpisodeDownload/PBCBA9DFGGHCV,https://mcdn.podbean.com/mf/download/zd22uk/Mr_Popper_s_Problems.mp3
"Ep 18: Ch 9, Part 3: “Optimism”",https://www.podbean.com/site/EpisodeDownload/PBC5668989D7M,https://mcdn.podbean.com/mf/download/4ait2u/David_Deutsch_s_The_Beginning_of_Infinity_-_Chapter_9.mp3
"Ep 17: Ch 9, Part 2: ""Optimism""",https://www.podbean.com/site/EpisodeDownload/PBB86E86X8J6J,https://mcdn.podbean.com/mf/download/ffpkrr/David_Deutsch_s_22The_Beginning_of_Infinity_22_Chapter_9_Part_2_-_remarks_by_Brett_Hall.mp3
"Ep 16: Ch 9, Part 1: ""Optimism""",https://www.podbean.com/site/EpisodeDownload/PBB86ABDWCJQW,https://mcdn.podbean.com/mf/download/9rzgii/David_Deutsch_s_The_Beginning_of_Infinity_Chapter_9_-_Optimism_Part_1_Remarks_by_Brett_Hall.mp3
Ep 15: A diversion on Free Will and Artificial Intelligence,https://www.podbean.com/site/EpisodeDownload/PBAEC940H43NI,https://mcdn.podbean.com/mf/download/47jqx5/Free_Will_-_23_04_2019_12_31_AM.mp3
"Ep 14: Ch 8, Part 2: ""A Window on Infinity""",https://www.podbean.com/site/EpisodeDownload/PBAEC67FRR7TA,https://mcdn.podbean.com/mf/download/9tkbu5/Chapter_8_Part_2.mp3
"Ep 13: Ch 8 ""A Window on Infinity"" Part 1",https://www.podbean.com/site/EpisodeDownload/PBAEBBA0Q3YT9,https://mcdn.podbean.com/mf/download/xbw4fz/A_Window_on_Infinity_Part_1.mp3
"Ep 12 ""Artificial Creativity"" Ch 7 Pt 2",https://www.podbean.com/site/EpisodeDownload/PBA67FE2VXSPV,https://mcdn.podbean.com/mf/download/mrti3u/Chapter_7_Part_2.mp3
"Ep 11 ""Artificial Creativity"" Ch 7 Part 1",https://www.podbean.com/site/EpisodeDownload/PBA664CE79WSC,https://mcdn.podbean.com/mf/download/gb52gj/Chapter_7_22Artificial_Creativity_22_Part_1.mp3
"Ep 10 ""The Jump to Universality"" Ch.6",https://www.podbean.com/site/EpisodeDownload/PBA30EF1GBSBS,https://mcdn.podbean.com/mf/download/cwjtmc/david-deutschs-the-beginning-of-infinity-chapter-6-the-jump-to-universality.mp3
"Ep 9 ""The Reality of Abstractions"" Ch.5 Part 2",https://www.podbean.com/site/EpisodeDownload/PBA30EEC7GZRC,https://mcdn.podbean.com/mf/download/836ww2/the-beginning-of-infinity-chapter-5-the-reality-of-abstractions-part-2-an-appendix.mp3
"Ep 8 ""The Reality of Abstractions"" Ch.5, Part 1",https://www.podbean.com/site/EpisodeDownload/PBA30EE2Y7UE4,https://mcdn.podbean.com/mf/download/wd45d9/The_Reality_of_Abstractions.mp3
"Ep 7 ""Creation"" Ch.4, Part 2",https://www.podbean.com/site/EpisodeDownload/PBA30ED3VEWGF,https://mcdn.podbean.com/mf/download/v2jbkg/creation-part-2-fine-tuning.mp3
"Ep 6 ""Creation"" Ch.4, Part 1",https://www.podbean.com/site/EpisodeDownload/PBA30E88NBWIS,https://mcdn.podbean.com/mf/download/zxhpjh/David_Deutschs_The_Beginning_of_Infinity_Chapter_4_Creation_Part_1_Some_remarks_by_Brett_Hall_.mp3
"Episode 5: Chapter 3, Part 2 ""The Spark""",https://www.podbean.com/site/EpisodeDownload/PBA243A6CETIX,https://mcdn.podbean.com/mf/download/efbiue/The_Spark_Part_2.mp3
"Episode 4: Chapter 3, Part 1 ""The Spark""",https://www.podbean.com/site/EpisodeDownload/PBA23CCBEAEJR,https://mcdn.podbean.com/mf/download/qdn2bp/The_Spark_Part_1.mp3
"Episode 3: Chapter 2 ""Closer to Reality""",https://www.podbean.com/site/EpisodeDownload/PBA213BEYIQBX,https://mcdn.podbean.com/mf/download/z2zm6v/Episode_2_-_Closer_to_Reality.mp3
"Episode 2: Chapter 1 ""The Reach of Explanations""",https://www.podbean.com/site/EpisodeDownload/PBA20FE0U6GPB,https://mcdn.podbean.com/mf/download/9zrnsb/Chapter_1_22The_Reach_of_Explanations_22.mp3
ToKCast Episode 1: An introduction to the podcast and this first series,https://www.podbean.com/site/EpisodeDownload/PBA23F62QICEH,https://mcdn.podbean.com/mf/download/psrc25/ToKCast_Episode_1_-_19_12_2018_1_53_PM.mp3
